,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other,RF
197603,1.17,0.72,1.15,-0.06,-1.34,3.49,5.55,6.92,-3.18,1.1,3.46,0.36,0.78,0.2,5.26,6.54,5.56,-3.77,7.93,1.82,0.99,-2.24,3.45,4.67,-1.87,0.95,4.72,0.32,3.65,1.19,0.4
197604,-0.54,-3.84,-0.97,-1.32,-2.06,-3.93,-1.69,-3.89,0.43,-3.87,0.28,1.78,0.33,1.86,1.85,3.16,2.43,12.22,2.34,1.07,2.14,-2.6,-3,-1.21,0.92,-0.92,-4.76,-5.23,-2.19,0.5,0.42
197605,0.11,-5.04,-1.97,-1.05,-2.79,-2.54,-8.24,-2.44,-2.21,-4.88,-3.65,0.78,3.03,-0.89,-2.61,1.76,0.23,10.5,5.8,-1.01,-2.58,-0.77,0.95,-1.66,2.04,1.37,-5.98,-7.11,-1.79,-0.78,0.37
197606,5.94,6.18,-2.27,5.04,4.5,6.65,1.56,4.09,0.15,1.12,3.84,5.15,7.24,6.23,3.69,11.79,5.78,5.62,5.51,4.7,4.01,8.26,8.68,0.92,5.42,2.38,1.24,6.41,6.9,3.76,0.43
197607,2.55,0.06,3.2,-3.45,2.16,-1.82,-1.18,0.09,-1.78,-1.15,-1.86,-1.95,-1.66,-0.75,0.08,-3.69,-3.21,-6.29,-0.03,3.29,1.71,-1.27,-1.8,0.04,0.66,-1.85,-1.32,-5.05,1.64,1.69,0.47
197608,0.04,-0.54,4.28,-3,-0.41,-0.12,-2.79,2.59,-2.81,-2.03,-1,-3.18,-2.06,-1.23,0.16,0.87,-2.29,-8.19,-0.27,3.35,5.15,-2.16,-0.31,-0.62,-3.58,-2.23,5.11,-3,0.28,-1.53,0.42
197609,0.81,-1.78,7.07,0.22,5.43,0,2.73,4.06,0.83,-0.24,3.68,2.11,0.76,4.86,6.31,4.39,1.79,7.82,6.39,4.54,2.05,3.6,3.29,3.65,0.02,1.04,0.85,0.11,0.98,1.78,0.44
197610,-1.79,-2.38,0.57,-0.34,-0.02,-2.32,-0.64,-3.34,-2.09,-0.61,1.12,-5.55,-3.12,-4.67,-1.35,-5.79,-0.7,-3.94,-1.96,-0.43,1.68,-2.72,-4.1,-1.56,-3.43,-3.76,0.15,-2.47,1.03,-1.59,0.41
197611,1.65,-7.83,2.82,-0.48,4.71,-0.8,8.55,-9.29,-4.61,5.67,4.09,0.27,1.86,0.04,0.91,3.85,1.19,0.92,1.27,3.56,3.55,2.54,1.99,0.83,5.08,3.01,5.88,3.25,2.11,2.72,0.4
197612,4.35,9.7,4.37,12.84,9.11,4.18,7.39,6.66,10.54,5.96,8.17,8,6.62,3.56,10.41,6.4,6.18,6.91,6.67,6.93,3.86,10.88,4.09,4.38,5.3,7.64,2.05,4.46,9.31,8.35,0.4
197701,-3.98,-11.72,-4.55,-4.9,-1.59,-7.94,-0.16,-8.46,-5.24,-0.82,-4.84,-3.37,-4.05,-2.91,-2.68,-1.5,-2.28,-0.65,0.64,1.16,0.46,-0.8,-3.59,-8.49,-3.06,-0.46,-7.06,-10.98,-4.22,-2.21,0.36
197702,-0.51,1.38,-0.02,-4.74,-1.94,-1.89,-4.2,0.14,-0.37,-4.24,-0.59,-0.26,-0.33,-0.15,-2.79,-0.41,-0.82,3.49,-2.73,-3.05,1.32,-2.38,-0.24,1.77,-2.92,-2.27,-1.23,-2.05,-1.26,-1.3,0.35
197703,-0.6,-2.98,-2.39,0.05,-1.11,-2.86,-0.61,-1.41,-0.13,-0.64,1.24,1.01,4.15,4.37,-4.75,0.29,2.4,1.7,-1.78,0.53,-0.65,1.17,0.35,-0.44,0.3,1.91,-2.67,-4.98,-0.15,1.15,0.38
197704,0.33,-1.46,2.43,-1.61,1.38,-0.13,2.89,-4.82,-0.11,2.59,2.82,1.33,4.67,4.72,2.62,2.9,0.17,-3.45,3.09,2.33,1.05,0.76,-3.25,0.56,5.56,-2.1,-3.59,1.07,2.72,2.02,0.38
197705,-0.31,-2.05,1.68,-1.73,0.98,-2.67,-4.49,-1.51,-3.28,-4.04,-2.49,-5.4,0.46,-1.57,-0.06,1.75,-6.75,-10.29,0.19,2.04,1.79,0.19,-1.07,-3.98,1.65,0.74,-3.34,2.29,-0.22,0.42,0.37
197706,4.71,1.95,2.82,8.27,8.63,6.34,6.84,9.44,0.62,5.85,4.5,0.42,3.58,6.36,5.03,9.69,-0.85,10.64,6.38,6.12,2.36,11.41,8.22,3,2.95,3.15,6.26,11.41,6.4,5.37,0.4
197707,2.91,-3.43,2.3,0.13,0.25,-1.27,-0.75,-1.82,-2.96,-0.42,-2.83,-6.99,-6.07,-0.06,-2.17,-1.55,-4.16,-8.57,-1.28,1.29,-0.43,0.42,0.3,-3.16,-1.81,-2.09,0.57,0.77,0.86,1.01,0.42
197708,0.26,2.18,2.79,0.47,-0.63,2.96,0.78,4.23,-2.53,-0.83,-1.38,-4.78,-1.12,-0.22,-0.72,-2.56,-0.81,-4.58,-5.3,-2.81,-1.82,-0.02,0.9,-0.96,-3.29,1.11,5.35,5.76,-0.75,-0.41,0.44
197709,0.91,1.79,-0.59,-1.51,-0.7,-0.4,3.09,-0.41,0.01,0.19,-0.79,-5.31,2.13,-2,3.42,-2.85,-0.97,0.41,1.22,2.44,3.9,1.05,-1.41,-0.61,-1.27,-0.16,-0.78,2.97,0.39,1.65,0.43
197710,-4.07,-3.79,-1.81,-5.73,1.72,-6.08,-1.33,-1.19,-2.67,-3.24,-1.17,0.45,-4.83,-1.2,-4.11,-2.63,-6.62,-1.82,-3.12,-2.65,-4.56,-2.59,-2.75,-5.55,-3.41,-3.42,-2.44,-3.68,-4.35,-3.59,0.49
197711,3.82,5.92,3.18,9.95,7.55,2.95,9.38,6.52,3.48,7.48,7.53,2.01,7.6,5.42,2.49,8.01,4.92,4.89,3.93,4.8,2.71,8.68,5.66,5.06,7.7,6.84,5.71,10.26,6.38,6.78,0.5
197712,0.43,-2.03,-1.33,1.92,4.46,-0.05,1.11,1.08,1.81,-0.62,0.35,4.89,1.68,-1.11,-0.48,1.6,1.82,-2.17,2.42,0.17,2.65,2.6,2.96,0.61,1.79,3.65,-1.85,2.6,0.4,2.24,0.49
197801,-4.67,0.12,-5.72,-6.68,-7.67,-6.88,-5.3,-1.37,-5.9,-0.68,-5.84,-4.08,-6.16,-2.37,-5.83,-6.17,-4.06,-4.69,-6.44,-4.08,-3.67,-4.64,-4.21,-5.7,-0.92,-4.74,-6.34,-7.26,-5.55,-3.31,0.49
197802,0.43,0.54,1.13,-0.18,0.09,-2.64,2.5,-2.54,-4.38,0.4,0.31,-3.32,0.09,-1.97,1.65,3.82,-1.9,2.73,-0.7,0.06,4.57,1.77,-3.06,-3.59,-1.01,2.04,-0.83,4.38,0.54,0.27,0.46
197803,3.15,3.67,4.51,9.72,10.37,2.92,7.93,4.69,4.57,3.78,6.23,6.73,4,3.63,6.55,10.06,5.43,-5.54,2.72,3.01,3.16,7.94,-0.37,3.54,5.3,7.04,2.3,7.68,5.67,6.42,0.53
197804,6.89,4.85,9.11,12.69,10.28,14.21,7.4,9.74,11.42,5.94,10.61,9.41,12.06,12.9,8.74,13.77,3.07,13.75,7.18,0.77,3.5,7.13,13.94,12.03,9.97,8.22,12.06,11.06,10.57,8.8,0.54
197805,4.81,5.51,3.1,7.74,5.42,4.9,3.9,5.76,0.83,4.13,3.31,3.9,5.74,9.35,-0.7,11.74,5.87,-2.92,1.41,1.22,0.13,6.35,1.95,3.85,3.05,4.71,0.2,8.43,1.83,4.72,0.51
197806,1.21,-1.08,0.58,-0.34,0.16,-1.41,-2.71,1.64,-1.91,-0.62,-0.88,-5.63,-0.42,-1.94,-2.43,4.15,-3.8,-0.54,-3.25,1.36,-0.99,1.03,0.18,0.02,0.03,-0.53,-1.65,3.05,0.03,1.52,0.54
197807,2.89,6.58,5.07,7.9,7.6,7.95,2.27,9.43,6,4.22,8.47,8.71,6.48,9.4,4.34,15.82,9.17,3.41,4.01,3.38,2,8.12,9.21,10.3,12.14,6.09,5.91,6.3,5.72,6.83,0.56
197808,4.16,0.24,1.9,7.05,7.79,3.31,6.51,1.56,5.42,11.02,8.96,1.1,4.8,1.99,2.89,5.01,5.56,-0.38,5.8,1.03,4.13,7.12,6.46,5.98,4.94,8.25,6.04,11.6,6.19,7.15,0.56
197809,-0.08,2.05,2.69,-3.52,-2.4,-2.51,-0.86,-2.13,0.25,3.59,-1.49,1.86,-0.1,-3.86,1.5,-6.34,3.61,1.16,5.45,0.36,1.84,-3.07,-3.53,-2.46,-3.21,-1.41,-1.73,0.37,-0.26,-1.1,0.62
197810,-9.54,-13.98,-7.56,-17.4,-12.68,-8.54,-14.72,-12.16,-8.95,-17.94,-15.48,-11.27,-13.37,-12.61,-9.86,-15.21,-9.72,-16.91,-9.82,-6.4,-3.85,-17.09,-9.95,-7.49,-17.06,-15.92,-12.33,-22.73,-10.74,-15.81,0.68
197811,2.01,5.15,3.26,7.76,3.53,3.91,3.91,5.88,1.85,5.07,1.32,2,4.21,3.34,1.25,10.14,-0.59,7.13,6.91,3.71,3.71,5.87,5.82,1.92,4.52,6.3,2.71,5.44,2.46,4.96,0.7
197812,2.27,4.13,3.27,2.9,3.45,1.71,2.25,4.2,0.86,-0.39,2.01,0.98,3.66,0.55,0.41,3.49,5.26,-0.98,3.8,-0.45,0.88,1.95,7.43,1.79,-0.29,3.78,-0.73,-2.08,2.22,3.71,0.78
197901,3.8,7.4,1.31,6.22,7.48,4.15,11.19,2.19,7.26,9.32,9.4,14.15,6.35,7.77,6.5,5.51,11.8,10.67,3.87,7.12,4.42,5.59,4.96,8.55,4.58,6.59,7.11,7.71,6.07,7.92,0.77
197902,-3.3,-3.16,-2.27,-5.69,-2.87,-4.49,-2.26,-3.79,-1.55,0.73,-2.37,-2.94,-2.33,-4.72,-2.87,-11.11,2.22,0.29,1.39,-0.89,0.1,-5.04,-2.56,-3.09,-4.81,-1.11,-3.59,-4.14,-2.64,-2.37,0.73
197903,3.21,8.82,6.05,8.1,4.14,5.58,10.29,5.86,10.52,8.71,9.41,9.9,7.94,5.83,7.5,7.89,8.88,17.02,10.02,3.16,0.98,10.07,8.45,8.57,10.52,8.26,6.65,10.14,8.27,9.3,0.81
197904,0.33,3.04,0.59,3.25,2.47,1.58,0.43,1.22,-1.16,2.16,3.67,0.16,0.41,0.79,3.28,-0.32,-0.08,-6.35,5.27,-1.92,-1.32,4.65,0.98,-1.39,1.16,0.42,1.53,7.48,2.23,3.37,0.8
197905,-0.57,-3.84,-1.98,-1.3,-1.8,-1.88,1.24,-1.82,-2.09,-0.78,-0.97,-1.79,0.1,-0.17,-0.75,-4.29,3.78,7.87,-1.61,2.21,0.91,0.7,-1.16,0.03,1.77,-0.46,-1.89,-2.43,0.99,-0.64,0.82
197906,3.99,6.88,6.32,3.05,2.93,1.75,1.77,5.64,4.7,4.49,5.02,2.98,7.1,11.04,3.44,5.89,9.28,14.78,9.93,5.8,2.76,5.3,1.21,2.89,3.51,4.47,3.52,3.51,9.54,7.26,0.81
197907,1.67,1.52,5.55,4.84,4.15,1.29,2.69,0.91,4.92,1.58,4.48,5.28,3.84,3.18,1.56,4.57,3.55,-2.55,2.54,2.89,0.66,5.18,-0.97,-0.32,8.74,2,1.64,3.87,4.03,1.9,0.77
197908,7.52,12.46,9.51,6.62,8.96,7.44,9.92,9.31,7.76,4.7,9.51,7.91,6.83,6.64,5.84,14.3,9.14,3.83,8.81,2.82,2.34,8.78,6.66,8.34,6.5,8.53,9.97,7.02,5.89,7.58,0.77
197909,-0.95,-0.2,-4.14,2.95,1.1,-2.99,-0.32,0.29,3.37,-1.54,0.74,3.38,-0.4,-3.8,2.8,1.24,7.51,4.02,6.71,-1.31,-1.56,0.53,-0.95,-0.6,-2.97,4.23,-1.17,-3.08,-0.23,0.41,0.83
197910,-7.47,-8.72,-2.91,-8,-6.35,-6.61,-8.31,-3.47,-7.03,-8.43,-9.06,-10.75,-7.61,-5.82,-10.6,-7.12,-10.43,-15.68,-1.34,-4.93,-4.21,-9.15,-6.84,-7.86,-10.4,-8.08,-7.7,-11.08,-9.22,-8.48,0.87
197911,5.88,8.91,7.55,8.26,3.85,2.19,8.87,9.74,7.56,4.96,6.35,1.77,8.44,5.8,-2.71,13.2,11.12,19.03,9.82,8.78,5.04,11.35,9.23,1.39,7.72,10.51,4.35,1.78,7.29,8.48,0.99
197912,3.07,5.15,4.02,9.55,6.09,3.88,6.01,3.03,6.17,9.09,5.74,9.14,4.03,5.55,2.15,9.26,18.64,6.54,3.6,0.03,-0.56,5.1,2.76,4.35,4.79,10.73,2.12,6.82,2.71,6.99,0.95
198001,3.81,11.84,0.17,7.43,4.95,2.08,1.92,-0.49,5.12,5.94,8.91,18.3,8.66,8.92,10.62,24.99,16.33,8.69,15.03,2.4,-1.25,7.69,8.09,6.05,10.36,6.23,0.44,6.18,2.89,8.61,0.8
198002,-4.88,-1.41,-3.91,-2.68,-5.34,-3.78,0.38,-3.74,-0.43,-0.25,-1.32,0.99,-2.45,-3.41,-5.48,-7.42,6.07,-0.29,13.64,-2.47,-0.59,-2.28,-2.66,1.15,-3.56,-1.61,-4.55,-4.6,-4.13,-1.35,0.89
198003,-7.02,-12.22,0.5,-7.53,-10.74,-3.23,-4.22,-1.63,-10.78,-13.32,-13.42,-17.43,-11.43,-7.71,-8.69,-10.98,-19.85,-19.86,-16.55,-5.46,-1.43,-14.08,-11.46,-10.07,-12.78,-8.64,-6.8,-12.01,-7.69,-14.6,1.21
198004,8.72,5.57,10.83,5.46,4.34,5.56,3.65,5.54,6.28,7,4.94,3.57,1.61,3.68,-1.41,-0.76,2.26,3.45,8.16,13.22,8.56,10.22,1.79,4.75,1.6,-0.48,6.03,7.74,8.09,8.53,1.26
198005,8.67,10.57,9.76,5.5,10.45,7.22,2.26,7.77,8.39,8.4,9.4,5.98,6.74,8.7,3.95,1.19,8.34,17,4.75,5.42,5.83,8.41,5.61,7.72,12.21,13.09,10.3,12.89,8.69,8.23,0.81
198006,2.66,4.34,6.27,0.91,3.41,1.77,4.78,0.82,2.89,2.41,5.43,3.01,6.93,1.21,2.41,0.92,13.82,7.04,6.41,5.15,0.03,4.67,3.72,1.65,2.22,2.58,3.02,4.78,5.51,5.27,0.61
198007,5.82,9.55,7.86,9.09,11.46,10.92,15.54,9.42,9.13,12,13.32,13.29,12.33,15.13,13.39,11.85,8.75,7.05,2.14,0.41,1.55,13.37,15.75,10.25,17.05,12.5,11.5,9.69,3.74,9.65,0.53
198008,0.82,1.9,-0.12,4.55,5.74,1.49,2.37,0.94,3.78,5.58,1.8,1.73,1.62,-0.18,3.79,2.64,6.8,0.76,4.47,-0.44,6.95,7.66,4.25,0.52,0.91,7.66,0.96,0.84,2.52,5.56,0.64
198009,-0.02,1.81,-0.81,4.36,4.7,1.25,3.52,4.35,2.85,0.6,2.45,5.34,6.65,2.49,2.6,5.09,13.04,7.93,7.55,0.92,-0.84,6.58,2.77,0.56,2.34,7.99,0.01,4.22,3.39,4.34,0.75
198010,-0.24,1.42,4.83,1.32,0.31,1.48,1.76,-0.34,-0.03,2.74,4.78,-0.08,4.43,3.44,-3.28,-1.91,0.54,1.62,9.04,2.96,-2.29,5.12,2.74,1.51,7.37,0.66,-0.86,-0.72,1.01,4.25,0.95
198011,0.66,1.14,3.39,18.4,4.63,6.45,3.73,9.77,10.26,-0.83,7.61,6.51,13.55,12.89,-0.13,18.65,8.16,15.46,25.62,8.47,0.97,10.9,10.75,6.84,14.02,10.02,1.89,-1.03,6.55,11.3,0.96
198012,4.42,-2.76,2.13,-2.4,2.66,0.47,-0.18,5.92,-0.64,-1.17,-2.89,-2.99,-2.79,-3.31,1.13,6.51,-6.45,-8.4,-9.57,-0.71,2.14,-1.47,0.04,-1.39,-4.39,-5.43,1.53,1.2,4.48,-0.83,1.31
198101,3.34,5.6,-0.03,-3.11,-0.11,0.05,8.86,-0.53,1.83,8.38,-1.06,1.76,-5.61,-1.44,-0.1,-6.73,-7.03,-6.93,-9.34,-1.68,6.57,-0.61,-7.2,2.3,3.25,-2.09,1.53,2.17,-1.46,-2.34,1.04
198102,3.34,4.24,4.34,4.68,3.5,10.02,3.53,2.92,4.96,2.28,4.55,3.62,4.51,3.08,7.89,-2.35,-2.51,0.38,0.6,-0.25,3.23,1.95,1.59,8.35,3.12,-0.32,4.28,8.23,3.02,2.18,1.07
198103,8.15,9.17,6.65,14.77,9.26,4.2,9.94,7.08,3.79,5.98,9.51,21.16,6.79,10.59,9.07,3.89,17.92,5.5,-1.35,4.17,2.37,10.79,5.94,7.23,12.97,14.21,14.67,10.62,8.08,6.97,1.21
198104,1.1,-0.97,2.09,3.14,6.6,0.59,-2.19,4.08,-1.26,11.73,-0.9,-0.5,1.12,6.16,2.71,1.98,0.68,-5.39,-6.38,-1.5,7.29,5.62,0.99,-2.18,3.05,-0.27,5.35,5.68,1.72,3.81,1.08
198105,3.89,2.43,3.04,7.23,6.02,0.98,2.82,4.62,-0.22,1.77,1.33,1.07,0.18,4.5,4.07,0.25,0.99,1.52,-2.91,3.1,8.29,4.04,5.4,0.72,6.43,3.09,3.72,4.21,3.92,3.75,1.15
198106,0.41,1.95,2.68,-5.28,0.56,-0.27,2.95,-4.23,3.62,1.07,-0.34,-5.01,-1.73,-3.26,-1.3,-1.24,-1.19,2.5,6.15,4.8,-0.56,-2.71,-5.4,1.4,-5.62,-1.21,0.18,0.09,3.07,-2.41,1.35
198107,0.16,0.16,3.43,-5.81,-0.87,-1.63,1.51,-2.65,-2.52,-1.79,-4.07,1.42,1.98,-4.18,-2.29,-5.48,6.16,10.33,9.09,4.05,1.61,-2.31,-2.42,-2.37,-3.1,-2.26,-1.56,-4.94,-1.84,-0.18,1.24
198108,-3.64,-4.44,-4.4,-4.7,-2.8,-4.93,-4.4,-6.47,-5.12,-5.54,-4.98,-5.95,-5.5,-3.18,-7.56,-10.16,1.92,-11.09,-5.06,0.45,0.48,-5.06,-5.86,-5.9,-6.57,-0.9,-4.79,-9.07,-3.87,-6.3,1.28
198109,-0.79,0.61,1.47,-0.87,-3.65,-1.1,-1.91,-0.09,-7.73,-0.96,-7.83,-8.28,-8.52,-4.13,-2.73,-3.65,-14.36,-7.5,-11.1,-4.32,4.05,-5.51,-2.45,-5.5,-4.43,-8.07,-1.57,-1.88,-1.28,-7.24,1.24
198110,10.18,9.48,7.08,12.67,10.02,2.74,3.9,9.16,7.41,7.07,1.59,2.45,5.48,5.21,-7.53,8.87,0.63,15.13,11.17,6.07,7.24,11.9,5.85,2.84,10.22,10.21,6.74,12.05,8.66,10.33,1.21
198111,2.82,4.43,4.82,1.61,6.36,7.02,1.57,5,4.88,1.35,7.27,5.48,6.82,4.59,3.83,-1.08,3.86,6.46,7.95,6.98,3.71,4.68,2.79,10.24,5.88,2.49,2.25,2.72,6.74,2.4,1.07
198112,1.19,-1.28,-5.04,-0.64,-2.17,-0.41,-1.54,0.12,-1.58,1.91,-0.95,-1.79,-1.67,0.31,4.03,1.22,-5.83,-5.02,-5.68,-1.46,-0.56,-0.89,1.03,-1.01,-2.94,-2.02,-0.9,-2.52,-2.99,-1.96,0.87
198201,0.28,2.64,1.48,5.06,-3.61,5.54,-0.5,2.25,-4.05,3.09,-5.66,-8.1,-4.63,-1.3,-0.16,-2.5,-14.14,-6.72,-7.79,0.11,1.47,-3.31,3.96,-2.62,-2.76,-1.29,2.01,0.21,-1.36,-3.07,0.8
198202,0.19,-0.63,-2.74,-5.09,-0.5,-2.42,-3.09,-0.89,-6.43,-4.18,-4.98,-3.79,-7.32,-3,-2.21,-5.18,-7.03,-12.01,-10,0.47,-4.78,-4.28,-4.09,-1.62,-4.02,-2.41,0.32,-1.71,-1.99,-3.15,0.92
198203,4.16,5.71,4.63,6.24,0.92,1.97,1.79,-1.59,-0.26,1.43,-2.05,-4.19,-3.32,3.37,5.73,1.43,-11.27,-5.61,-2.6,2.61,3.03,-1.19,-2.83,-0.7,1.77,0.11,5.92,8.21,-0.06,-0.87,0.98
198204,7.52,11.05,8.26,5.21,6.32,3.21,7.05,8.46,6.02,11.3,4.19,2.73,1.61,7.75,6.27,7.9,0.8,4.49,5.54,4.96,0.96,9.12,8.5,4.71,4.69,4.21,7.22,6.4,4.42,7.38,1.13
198205,-1.42,-1.44,-3.6,-4.16,-4.26,-0.93,1.27,-1.99,-3.37,-1.88,-3.9,-5.76,-6.91,-2.43,1.14,-4.17,-5.91,-9.07,3.67,0.56,0.01,-4.22,-4.28,-4.46,-5.45,-0.8,-1.55,-3.24,-4.47,-3.02,1.06
198206,3.05,3.11,3.65,2.73,0.77,2.52,3.87,0.23,-3.91,-1.91,-1.95,-5.74,-5.31,-1.07,4.93,-0.13,-7.62,-4.84,-5.51,-1.28,-1.59,-1.65,-1.28,1.21,1.81,0.41,4.41,2.67,-1.57,-2.4,0.96
198207,1.66,9.72,-4.45,0.02,-0.4,2.78,0.16,1.9,-3.37,2.51,-1.16,-3.56,-4.77,-0.52,-2.7,4.32,-6.3,-9.62,-6.88,-1.56,2.22,0.05,3.06,-1.08,-5.01,-0.39,1.59,0.94,-2.02,0.82,1.05
198208,7.93,4.81,14.23,3.44,12.61,13.14,12.37,13.14,15.93,9.74,15.58,14.08,11.98,15.95,16.42,20.16,21.62,11.52,10.57,12.67,11.6,12.54,13.51,15.9,12.05,17.03,12.39,12.61,12.21,10.71,0.76
198209,3.99,6.69,4.94,0.43,9.03,0.9,11.75,1.88,0.1,3.16,1.45,-4.68,-4.3,-2.06,-1.03,0.59,-0.22,-2.08,2.5,1.6,1.56,6.31,1.41,0.6,-2.24,4.52,6.21,1.69,6.54,3.14,0.51
198210,7.68,7.56,12.75,20.89,16.82,12.47,12.56,8.94,13.07,17.36,20.06,9.9,11.9,18.46,17.91,14.2,15.12,9.8,6.17,5.48,8.77,18.3,17.01,16.37,18.55,18.65,17.78,13.1,15.7,15.64,0.59
198211,5.18,7.69,-1.39,8.62,11.21,9.42,10.58,5.94,3.7,4.59,12.2,4.28,5.38,7.82,9.02,3.78,4.5,0.25,-3.81,0.73,6.65,11.17,11.06,5.73,11.94,11.76,12.59,6.69,7.19,9.26,0.63
198212,1.79,-3.28,0.29,-13.07,4.13,-0.58,0.55,1.23,-1.31,5.24,3.78,6.36,5.25,2.15,6.75,3.11,13.64,2.08,6.18,4.96,-0.55,0.51,3.75,1.35,-0.18,0.78,-2.34,-0.71,-1.66,1.1,0.67
198301,0.04,2.34,-0.69,5.43,-2.33,4.4,-1.54,2.12,9.85,4.95,3.97,8.77,6.72,7.29,3.05,8.99,17.63,7.79,4.34,4.33,13.03,8.71,8.94,2.3,7.38,5.51,1.47,0.88,1.15,6.9,0.69
198302,1.7,5.3,2.65,10.01,9.17,5.16,9.46,3.42,4.78,6.6,5.1,4.56,1.4,5.9,1.07,7.1,-14.4,-7.33,0.31,2.07,0.33,7.11,4.16,6.49,6.44,9.45,8.08,10.04,6.15,5.34,0.62
198303,6.2,11.84,6.33,-3.14,9.15,1.06,13.09,5.26,1.78,8.66,6.06,3.56,1.22,-1.12,-0.18,6.33,4.19,0.56,6.68,0.93,1.34,3.02,1.32,3.15,2.25,4.22,11.21,4.68,7.51,2.76,0.63
198304,5.92,6.09,5.25,6.14,9.61,6.75,9.75,5.83,9.46,7.52,5.21,3.76,6.46,1.42,16.73,7.24,10.35,3.4,10.23,5.49,5.84,7.14,8.24,8.81,4.08,7.42,10.41,7.71,9.83,9.76,0.71
198305,0,-2.62,-4.21,7.39,0.89,-5.21,0.9,-1.97,5.07,3.02,2.76,10.2,5.68,7.74,-0.8,1.86,11.46,11.95,1.9,3.32,-0.57,4.63,3.12,2.63,5.33,2.87,0.7,4.1,1.31,6.96,0.69
198306,2,0.66,0.26,5.77,6.7,4.91,8.82,7.56,1.63,8.06,-0.02,-1.31,4.34,7.72,11.08,7.46,-1.25,9.71,7.13,0.26,0.89,4.42,6.97,-0.86,8.87,7.64,6.85,8.65,0.94,4.67,0.67
198307,-1.79,0.38,1.91,-5.66,-3.31,-5.32,-4.92,-4.89,0.88,0.07,-2.91,-0.03,-1.68,-6.56,-0.87,-4.44,0.3,-0.64,-1.58,1.78,-4.43,-7.6,-3.91,-1.14,-4.29,-6.44,-1.45,-4.8,-2.15,-1.61,0.74
198308,2.79,3.98,6.43,-1.24,-1.29,-0.46,-5.74,-0.32,7.65,0.47,-3.3,8.58,-0.81,-1.42,-2.48,-5,2.58,1.91,8.02,2.27,2.95,-1.69,-0.13,0.42,-1.61,-1.8,-4.64,-2.74,1.52,-4.81,0.76
198309,6,5.48,9.29,3.16,4.44,3.86,1.87,2.04,0.6,2.61,4.16,-1.66,4.71,4.12,5.54,6.34,-9.57,4.9,-4.17,5.42,3.02,2.73,3.13,3.87,2.05,3.45,2.75,4.49,2.75,3.24,0.76
198310,4.23,-1.97,3.42,-3.53,-4.39,-0.63,-3.82,-1.38,-2.11,-3.42,-3.75,-4.45,-4.04,-1.72,3.16,-2.27,-10.86,-5.98,-1.29,3.83,-4.46,-9.34,-5.34,1.32,2.4,-4.42,-0.16,-2.2,-2.2,-6.66,0.76
198311,4.02,-2.77,1.49,2.81,3.4,9.1,1.8,-2.3,3.14,9.53,8.46,10.19,6.63,11.55,0.69,10.65,11.11,3.96,0.1,-0.87,3.87,6.74,2.38,9.48,7.81,5.38,4.93,6.08,4.65,4.71,0.7
198312,0.76,-1.95,4.12,3.83,-1.4,0.98,-2.53,-2.87,-2.33,-1.04,-0.47,1.87,1.87,0.32,1.45,-0.61,-1.19,-5.39,2.72,-2.9,-0.79,-1.86,1.72,-1.2,-0.18,-0.34,-5.29,-3.64,-0.01,-1.73,0.73
198401,2.12,-0.83,5.65,-2.22,-4.01,-4.93,-6.55,0.15,-3.46,-3.54,-2.44,-1.18,-0.33,-3.8,-3.27,-1.51,1.46,1.6,10.83,2.25,4.82,-7.22,-5.15,-3.95,-3.43,-3.44,-5.57,-3.45,0.26,-4.07,0.76
198402,-3.38,-6.68,-6.95,-7.07,-7.12,-4.7,-1.14,-1.28,-6.5,-7.07,-5.89,-7.07,-6.76,-6.67,-5.99,-6.28,6,-3.95,4.67,-2.65,-2.99,-5.79,-5.12,-3.79,-6.82,-3.92,-3.65,-5.01,-3.85,-6.15,0.71
198403,2.4,-0.75,-1.06,7.29,6.56,3.25,1.14,0.03,6.81,-1.67,5.16,6.63,5.44,0.25,-1.71,-2.89,4.92,3.27,0.87,0.5,-3.48,2.18,2.81,5.39,2.23,3.93,1.09,4.62,2.83,1.42,0.73
198404,1.11,0.34,-0.58,-0.23,3.17,0.72,0.15,3.15,1.88,1.18,-1.37,-4.78,-0.52,3.95,1.93,2.79,-5.3,2.94,4.9,0.41,2.99,-2.39,0.78,1.01,-3.1,0.03,1.56,-1,-0.37,0.72,0.81
198405,-1.29,0.52,0.02,-4.8,-2.13,-1.25,-5.38,-5.67,-5.94,-3.52,-8.3,-8.7,-6.49,-7.85,-5,-1.64,-4.37,-2.68,-4.3,-0.05,-2.71,-4.46,-4.44,-5.95,-3.94,-6.27,-4.23,-2.4,-6.62,-6.48,0.78
198406,7.47,1.52,7.47,1.17,8.82,4.05,5.22,4.6,0.91,3.22,2.24,-0.76,-0.04,5.86,4.64,10.61,-9,-4.04,-1.44,1.22,13.01,7.76,2.12,6.73,3.27,6.93,8.34,8.14,3.03,5.71,0.75
